Date,AAPL_Close,MSFT_Close
2021-07-27,46.38,167.8
2021-07-28,46.47,169.49
2021-07-29,44.74,167.4
2021-07-30,42.78,160.24
2021-08-02,41.95,159.17
2021-08-03,41.66,157.8
2021-08-04,42.11,161.01
2021-08-05,41.24,158.6
2021-08-06,41.25,160.67
2021-08-09,42.51,165.58
2021-08-10,43.41,167.36
2021-08-11,44.05,172.6
2021-08-12,44.87,176.17
2021-08-13,47.15,179.73
2021-08-16,46.83,178.86
2021-08-17,48.31,181.47
2021-08-18,48.63,182.99
2021-08-19,48.37,183.33
2021-08-20,49.39,189.44
2021-08-23,49.81,191.44
2021-08-24,48.42,185.32
2021-08-25,47.33,181.42
2021-08-26,45.84,177.45
2021-08-27,44.39,173.18
2021-08-30,43.53,170.09
2021-08-31,44.68,173.34
2021-09-01,44.66,173.19
2021-09-02,44.87,174.21
2021-09-03,43.72,170.59
2021-09-06,44.19,172.35
2021-09-07,44.6,174.95
2021-09-08,44.53,171.17
2021-09-09,46.04,174.35
2021-09-10,45.3,171.43
2021-09-13,45.5,170.22
2021-09-14,46.21,171.99
2021-09-15,45.91,169.39
2021-09-16,44.67,164.63
2021-09-17,43.06,160.81
2021-09-20,43.72,162.5
2021-09-21,43.51,162.19
2021-09-22,44.23,162.95
2021-09-23,43.25,159.85
2021-09-24,42.86,158.61
2021-09-27,44.23,161.67
2021-09-28,44.29,163.58
2021-09-29,44.41,164.48
2021-09-30,46.27,171.29
2021-10-01,46.71,171.83
2021-10-04,45.62,169.59
2021-10-05,45.93,169.26
2021-10-06,45.0,168.93
2021-10-07,46.84,177.38
2021-10-08,47.2,176.62
2021-10-11,49.24,184.97
2021-10-12,49.93,187.94
2021-10-13,48.03,183.38
2021-10-14,49.31,187.24
2021-10-15,49.8,188.26
2021-10-18,50.95,190.13
2021-10-19,49.75,184.4
2021-10-20,50.38,186.43
2021-10-21,51.31,188.64
2021-10-22,52.74,189.65
2021-10-25,52.35,186.85
2021-10-26,51.36,182.87
2021-10-27,52.85,183.77
2021-10-28,53.47,185.88
2021-10-29,53.91,187.85
2021-11-01,53.78,190.1
2021-11-02,54.44,190.9
2021-11-03,55.12,196.14
2021-11-04,55.02,195.32
2021-11-05,53.29,191.4
2021-11-08,52.51,192.31
2021-11-09,52.28,191.26
2021-11-10,51.98,191.3
2021-11-11,51.67,188.82
2021-11-12,52.09,189.59
2021-11-15,52.9,193.25
2021-11-16,51.66,188.36
2021-11-17,51.15,183.88
2021-11-18,50.86,185.59
2021-11-19,50.79,186.02
2021-11-22,50.29,185.53
2021-11-23,51.78,187.57
2021-11-24,52.54,189.39
2021-11-25,51.91,185.04
2021-11-26,51.36,185.15
2021-11-29,50.67,184.37
2021-11-30,50.19,182.85
2021-12-01,49.46,181.58
2021-12-02,48.84,179.19
2021-12-03,48.93,179.79
2021-12-06,48.46,178.44
2021-12-07,47.78,177.41
2021-12-08,48.37,181.11
2021-12-09,49.33,184.23
2021-12-10,50.07,186.13
2021-12-13,50.82,189.77
2021-12-14,49.69,189.93
2021-12-15,50.09,193.76
2021-12-16,49.12,189.16
2021-12-17,49.27,190.38
2021-12-20,48.47,185.86
2021-12-21,48.04,189.67
2021-12-22,49.97,194.72
2021-12-23,50.61,195.44
2021-12-24,50.14,193.16
2021-12-27,50.1,193.5
2021-12-28,49.35,189.68
2021-12-29,50.01,193.14
2021-12-30,50.46,197.39
2021-12-31,50.03,196.8
2022-01-03,49.77,194.83
2022-01-04,49.82,196.42
2022-01-05,50.03,198.08
2022-01-06,50.01,197.92
2022-01-07,49.43,196.54
2022-01-10,48.98,198.15
2022-01-11,48.97,199.43
2022-01-12,48.84,196.9
2022-01-13,49.28,200.51
2022-01-14,51.6,204.26
2022-01-17,52.65,209.55
2022-01-18,52.63,212.49
2022-01-19,55.18,224.01
2022-01-20,54.79,221.42
2022-01-21,53.87,215.0
2022-01-24,53.47,213.04
2022-01-25,53.72,212.45
2022-01-26,52.8,204.33
2022-01-27,51.2,199.07
2022-01-28,51.35,199.33
2022-01-31,49.55,195.19
2022-02-01,47.33,188.76
2022-02-02,47.48,186.74
2022-02-03,48.63,192.5
2022-02-04,48.61,194.05
2022-02-07,48.34,192.01
2022-02-08,49.43,192.2
2022-02-09,49.56,194.66
2022-02-10,49.53,194.45
2022-02-11,48.19,191.77
2022-02-14,50.17,197.1
2022-02-15,49.34,195.92
2022-02-16,48.15,192.78
2022-02-17,46.72,187.67
2022-02-18,46.45,187.66
2022-02-21,45.7,185.36
2022-02-22,46.02,186.99
2022-02-23,45.79,185.7
2022-02-24,46.81,188.8
2022-02-25,46.2,187.24
2022-02-28,46.86,191.92
2022-03-01,47.66,194.96
2022-03-02,48.95,197.41
2022-03-03,49.64,198.48
2022-03-04,49.7,199.01
2022-03-07,50.26,201.36
2022-03-08,51.12,204.01
2022-03-09,50.12,199.26
2022-03-10,50.9,204.23
2022-03-11,51.63,205.96
2022-03-14,49.79,200.86
2022-03-15,49.61,196.68
2022-03-16,49.13,195.5
2022-03-17,49.65,198.49
2022-03-18,51.14,206.26
2022-03-21,50.62,204.58
2022-03-22,49.15,202.21
2022-03-23,49.52,200.29
2022-03-24,49.06,195.93
2022-03-25,49.42,195.45
2022-03-28,50.39,196.88
2022-03-29,51.33,200.34
2022-03-30,50.41,197.43
2022-03-31,49.8,194.77
2022-04-01,49.39,195.32
2022-04-04,48.66,192.52
2022-04-05,50.02,195.3
2022-04-06,50.66,196.46
2022-04-07,51.23,198.63
2022-04-08,50.36,195.63
2022-04-11,50.94,196.46
2022-04-12,49.84,189.08
2022-04-13,50.2,189.22
2022-04-14,50.27,189.11
2022-04-15,49.52,188.29
2022-04-18,50.85,191.7
2022-04-19,49.38,186.7
2022-04-20,49.37,184.92
2022-04-21,50.8,189.03
2022-04-22,50.98,189.67
2022-04-25,48.32,179.35
2022-04-26,48.02,180.28
2022-04-27,48.17,179.86
2022-04-28,48.81,181.92
2022-04-29,50.8,186.15
2022-05-02,52.13,190.65
2022-05-03,51.9,190.87
2022-05-04,53.39,194.7
2022-05-05,54.0,193.85
2022-05-06,53.33,191.81
2022-05-09,54.2,195.37
2022-05-10,53.7,194.44
2022-05-11,52.46,193.12
2022-05-12,50.54,188.0
2022-05-13,49.23,184.31
2022-05-16,48.91,180.99
2022-05-17,48.46,178.63
2022-05-18,48.58,181.26
2022-05-19,48.93,182.59
2022-05-20,48.3,181.76
2022-05-23,47.69,183.01
2022-05-24,48.04,183.47
2022-05-25,48.61,184.06
2022-05-26,49.4,186.55
2022-05-27,50.56,190.07
2022-05-30,50.95,190.8
2022-05-31,50.83,191.09
2022-06-01,50.2,189.16
2022-06-02,51.7,193.94
2022-06-03,51.95,196.16
2022-06-06,52.27,199.7
2022-06-07,53.41,204.23
2022-06-08,53.19,202.04
2022-06-09,52.39,197.79
2022-06-10,51.2,192.91
2022-06-13,51.38,191.45
2022-06-14,51.64,191.97
2022-06-15,51.07,190.97
2022-06-16,50.75,189.02
2022-06-17,51.57,190.39
2022-06-20,51.42,191.74
2022-06-21,50.85,188.18
2022-06-22,51.8,190.98
2022-06-23,51.42,188.74
2022-06-24,51.93,186.6
2022-06-27,50.26,182.27
2022-06-28,48.68,177.92
2022-06-29,48.22,176.81
2022-06-30,49.12,176.16
2022-07-01,49.43,176.38
2022-07-04,49.46,174.4
2022-07-05,49.19,173.83
2022-07-06,49.72,178.53
2022-07-07,49.05,174.91
2022-07-08,49.21,173.36
2022-07-11,48.82,173.22
2022-07-12,48.97,173.26
2022-07-13,49.65,174.03
2022-07-14,50.47,175.7
2022-07-15,50.98,178.67
2022-07-18,50.92,178.39
2022-07-19,50.84,178.48
2022-07-20,50.37,176.92
2022-07-21,50.68,176.82
2022-07-22,51.16,179.64
2022-07-25,50.13,174.13
2022-07-26,50.23,176.17
2022-07-27,51.22,180.18
2022-07-28,52.04,181.48
2022-07-29,51.23,179.68
2022-08-01,50.39,175.55
2022-08-02,50.84,176.35
2022-08-03,51.26,177.32
2022-08-04,51.94,177.28
2022-08-05,51.45,176.91
2022-08-08,51.73,176.74
2022-08-09,51.18,175.68
2022-08-10,51.59,177.72
2022-08-11,52.53,178.28
2022-08-12,52.76,179.24
2022-08-15,52.46,179.49
2022-08-16,51.66,177.84
2022-08-17,53.63,183.69
2022-08-18,52.77,181.01
2022-08-19,52.5,180.88
2022-08-22,51.21,175.35
2022-08-23,51.24,174.56
2022-08-24,50.52,174.54
2022-08-25,50.49,174.43
2022-08-26,50.24,174.61
2022-08-29,50.29,174.62
2022-08-30,51.77,180.67
2022-08-31,52.38,180.01
2022-09-01,52.89,182.2
2022-09-02,54.15,187.07
2022-09-05,53.18,183.69
2022-09-06,52.94,183.74
2022-09-07,53.19,182.92
2022-09-08,53.5,184.65
2022-09-09,53.78,185.77
2022-09-12,54.9,187.28
2022-09-13,55.08,187.19
2022-09-14,53.82,183.9
2022-09-15,52.78,180.56
2022-09-16,53.82,186.19
2022-09-19,55.73,191.86
2022-09-20,55.67,190.93
2022-09-21,54.73,186.03
2022-09-22,54.04,185.76
2022-09-23,53.18,182.47
2022-09-26,54.67,189.03
2022-09-27,55.29,191.32
2022-09-28,55.9,193.66
2022-09-29,53.57,184.27
2022-09-30,52.91,181.09
2022-10-03,52.95,181.67
2022-10-04,54.41,184.46
2022-10-05,53.15,182.15
2022-10-06,51.4,177.01
2022-10-07,51.21,174.67
2022-10-10,51.51,178.24
2022-10-11,52.71,181.19
2022-10-12,52.75,181.25
2022-10-13,53.72,184.27
2022-10-14,53.95,185.89
2022-10-17,53.08,184.62
2022-10-18,54.71,187.77
2022-10-19,55.48,188.58
2022-10-20,54.56,185.32
2022-10-21,54.4,184.69
2022-10-24,53.93,182.06
2022-10-25,53.97,182.1
2022-10-26,54.7,186.78
2022-10-27,55.8,189.15
2022-10-28,57.06,192.35
2022-10-31,56.23,191.29
2022-11-01,58.35,198.24
2022-11-02,58.04,195.52
2022-11-03,59.85,201.29
2022-11-04,58.64,198.78
2022-11-07,58.93,202.06
2022-11-08,61.5,208.78
2022-11-09,60.06,201.66
2022-11-10,61.07,203.46
2022-11-11,59.58,199.31
2022-11-14,58.44,194.67
2022-11-15,60.54,201.13
2022-11-16,59.98,200.44
2022-11-17,59.06,197.07
2022-11-18,58.55,195.37
2022-11-21,57.38,190.77
2022-11-22,58.98,194.79
2022-11-23,58.65,192.05
2022-11-24,59.14,193.14
2022-11-25,60.86,197.38
2022-11-28,59.25,191.95
2022-11-29,58.4,189.77
2022-11-30,58.79,188.14
2022-12-01,59.51,189.05
2022-12-02,58.19,185.31
2022-12-05,58.19,183.82
2022-12-06,57.5,181.43
2022-12-07,57.79,182.75
2022-12-08,57.15,179.43
2022-12-09,58.0,182.82
2022-12-12,58.92,184.5
2022-12-13,58.24,184.49
2022-12-14,58.19,185.71
2022-12-15,57.08,182.81
2022-12-16,54.85,177.28
2022-12-19,53.42,175.22
2022-12-20,51.94,172.06
2022-12-21,52.55,172.37
2022-12-22,52.74,170.43
2022-12-23,53.29,170.51
2022-12-26,52.25,168.36
2022-12-27,52.8,169.48
2022-12-28,52.2,166.34
2022-12-29,51.44,163.06
2022-12-30,50.73,159.23
2023-01-02,51.36,161.0
2023-01-03,52.02,163.88
2023-01-04,52.82,165.97
2023-01-05,51.58,164.77
2023-01-06,50.56,162.4
2023-01-09,51.31,163.93
2023-01-10,49.79,159.88
2023-01-11,50.32,160.72
2023-01-12,51.71,164.12
2023-01-13,51.92,163.6
2023-01-16,50.94,163.64
2023-01-17,50.83,162.45
2023-01-18,51.52,161.52
2023-01-19,49.89,157.93
2023-01-20,49.57,156.07
2023-01-23,50.58,157.13
2023-01-24,51.28,156.17
2023-01-25,50.51,155.29
2023-01-26,49.69,151.81
2023-01-27,49.74,154.5
2023-01-30,50.65,155.78
2023-01-31,51.93,158.19
2023-02-01,52.18,159.71
2023-02-02,52.41,160.82
2023-02-03,52.25,161.08
2023-02-06,52.65,161.63
2023-02-07,52.38,161.09
2023-02-08,53.57,164.47
2023-02-09,52.56,159.36
2023-02-10,51.55,155.96
2023-02-13,50.71,153.78
2023-02-14,50.05,151.96
2023-02-15,50.32,150.37
2023-02-16,50.57,151.08
2023-02-17,49.64,148.63
2023-02-20,49.82,150.11
2023-02-21,50.07,151.84
2023-02-22,50.64,152.82
2023-02-23,50.06,151.15
2023-02-24,50.54,153.42
2023-02-27,49.92,150.52
2023-02-28,49.74,151.67
2023-03-01,50.81,154.14
2023-03-02,50.48,152.6
2023-03-03,50.25,151.82
2023-03-06,52.93,157.76
2023-03-07,51.2,153.76
2023-03-08,51.49,155.22
2023-03-09,51.96,155.45
2023-03-10,54.27,160.98
2023-03-13,53.03,156.38
2023-03-14,52.97,152.53
2023-03-15,52.56,151.19
2023-03-16,52.09,152.25
2023-03-17,52.55,153.55
2023-03-20,52.72,154.65
2023-03-21,52.77,152.9
2023-03-22,51.77,152.6
2023-03-23,52.0,155.36
2023-03-24,51.85,154.54
2023-03-27,52.64,157.68
2023-03-28,53.0,158.82
2023-03-29,52.14,157.71
2023-03-30,52.68,157.38
2023-03-31,51.75,154.54
2023-04-03,51.51,154.82
2023-04-04,54.53,160.89
2023-04-05,54.51,158.41
2023-04-06,55.0,160.02
2023-04-07,53.48,155.62
2023-04-10,54.18,157.51
2023-04-11,53.29,156.53
2023-04-12,52.6,156.84
2023-04-13,52.02,155.08
2023-04-14,50.41,151.14
2023-04-17,49.9,148.14
2023-04-18,49.17,147.4
2023-04-19,48.63,147.35
2023-04-20,49.6,150.62
2023-04-21,50.99,152.42
2023-04-24,51.72,156.03
2023-04-25,52.33,155.86
2023-04-26,51.12,154.79
2023-04-27,51.67,156.64
2023-04-28,52.54,158.99
2023-05-01,53.32,161.38
2023-05-02,54.51,163.18
2023-05-03,55.42,165.66
2023-05-04,57.77,171.89
2023-05-05,58.32,175.07
2023-05-08,58.15,176.15
2023-05-09,57.24,174.17
2023-05-10,56.5,171.11
2023-05-11,57.27,171.41
2023-05-12,57.88,171.95
2023-05-15,58.64,173.41
2023-05-16,59.33,175.48
2023-05-17,60.36,176.6
2023-05-18,59.2,171.8
2023-05-19,58.29,170.34
2023-05-22,60.96,175.56
2023-05-23,59.51,171.01
2023-05-24,61.09,177.22
2023-05-25,61.16,174.06
2023-05-26,59.26,169.57
2023-05-29,59.1,169.48
2023-05-30,58.73,167.43
2023-05-31,58.32,167.08
2023-06-01,56.99,162.12
2023-06-02,56.03,160.5
2023-06-05,58.4,166.44
2023-06-06,58.3,167.05
2023-06-07,59.25,169.36
2023-06-08,59.03,171.04
2023-06-09,58.38,171.16
2023-06-12,57.75,173.15
2023-06-13,58.01,173.1
2023-06-14,57.91,175.08
2023-06-15,57.38,171.17
2023-06-16,58.39,175.32
2023-06-19,58.85,176.23
2023-06-20,59.23,178.41
2023-06-21,59.23,176.87
2023-06-22,59.18,173.68
2023-06-23,60.09,178.41
2023-06-26,60.39,178.73
2023-06-27,60.24,178.29
2023-06-28,61.05,180.47
2023-06-29,62.51,185.14
2023-06-30,60.38,180.88
2023-07-03,61.31,184.22
2023-07-04,61.45,185.46
2023-07-05,62.61,191.32
2023-07-06,62.92,193.03
2023-07-07,62.66,193.85
2023-07-10,61.99,193.46
2023-07-11,62.97,196.97
2023-07-12,62.68,196.44
2023-07-13,63.88,196.25
2023-07-14,66.53,201.38
2023-07-17,66.53,200.55
2023-07-18,66.29,197.75
2023-07-19,63.51,191.58
2023-07-20,64.51,191.39
2023-07-21,63.98,193.18
2023-07-24,64.99,194.11
2023-07-25,65.3,192.66
2023-07-26,63.84,187.58
2023-07-27,65.69,190.65
2023-07-28,66.49,193.9
2023-07-31,66.29,191.04
2023-08-01,66.7,190.29
2023-08-02,67.2,193.31
2023-08-03,66.66,192.69
2023-08-04,67.61,194.21
2023-08-07,66.55,192.61
2023-08-08,66.67,190.08
2023-08-09,68.75,195.99
2023-08-10,70.4,198.01
2023-08-11,68.92,194.03
2023-08-14,67.08,190.29
2023-08-15,67.45,192.76
2023-08-16,66.54,191.54
2023-08-17,65.42,188.46
2023-08-18,64.58,186.1
2023-08-21,65.63,191.49
2023-08-22,65.22,190.19
2023-08-23,63.33,186.04
2023-08-24,64.53,188.48
2023-08-25,65.15,191.69
2023-08-28,65.69,196.44
2023-08-29,67.41,201.63
2023-08-30,67.47,202.44
2023-08-31,66.32,202.12
2023-09-01,65.56,201.65
2023-09-04,66.59,203.61
2023-09-05,67.94,205.76
2023-09-06,65.99,201.92
2023-09-07,63.82,197.54
2023-09-08,63.29,194.45
2023-09-11,63.02,194.4
2023-09-12,63.48,194.63
2023-09-13,63.35,195.2
2023-09-14,63.4,195.5
2023-09-15,61.07,189.31
2023-09-18,60.94,190.76
2023-09-19,59.88,187.94
2023-09-20,60.29,189.06
2023-09-21,61.07,189.14
2023-09-22,60.49,186.0
2023-09-25,62.83,190.48
2023-09-26,61.02,185.72
2023-09-27,62.48,189.76
2023-09-28,62.86,188.6
2023-09-29,59.64,179.99
2023-10-02,62.03,185.41
2023-10-03,63.01,188.01
2023-10-04,62.63,188.19
2023-10-05,63.09,185.2
2023-10-06,61.72,181.73
2023-10-09,61.93,183.81
2023-10-10,61.86,184.27
2023-10-11,62.13,182.09
2023-10-12,62.82,184.53
2023-10-13,64.09,187.19
2023-10-16,63.08,186.58
2023-10-17,64.14,186.19
2023-10-18,63.11,183.6
2023-10-19,62.11,182.12
2023-10-20,61.49,180.54
2023-10-23,62.44,182.73
2023-10-24,62.73,182.57
2023-10-25,61.53,177.31
2023-10-26,60.31,173.48
2023-10-27,60.45,171.17
2023-10-30,60.33,170.49
2023-10-31,59.27,167.17
2023-11-01,59.36,166.89
2023-11-02,61.01,171.07
2023-11-03,62.93,176.68
2023-11-06,63.63,179.17
2023-11-07,64.15,179.19
2023-11-08,66.83,184.4
2023-11-09,67.68,186.06
2023-11-10,67.79,184.61
2023-11-13,68.04,183.87
2023-11-14,67.8,184.05
2023-11-15,67.24,179.18
2023-11-16,68.05,178.09
2023-11-17,66.16,171.57
2023-11-20,68.67,176.26
2023-11-21,69.4,178.72
2023-11-22,69.66,177.14
2023-11-23,68.49,174.62
2023-11-24,68.58,174.96
2023-11-27,67.92,171.46
2023-11-28,69.72,174.88
2023-11-29,69.73,175.3
2023-11-30,68.31,172.81
2023-12-01,66.76,168.34
2023-12-04,65.6,167.73
2023-12-05,67.97,172.36
2023-12-06,68.83,174.41
2023-12-07,68.78,175.13
2023-12-08,71.38,181.04
2023-12-11,73.43,189.12
2023-12-12,75.2,194.38
2023-12-13,75.51,196.55
2023-12-14,75.71,199.2
2023-12-15,76.99,201.76
2023-12-18,78.7,202.8
2023-12-19,78.04,203.98
2023-12-20,76.76,200.23
2023-12-21,78.16,204.14
2023-12-22,77.4,203.2
2023-12-25,76.49,200.26
2023-12-26,78.51,205.19
2023-12-27,77.29,202.44
2023-12-28,77.67,200.7
2023-12-29,76.95,197.46
2024-01-01,78.87,204.0
2024-01-02,80.29,205.09
2024-01-03,80.83,206.6
2024-01-04,79.78,205.14
2024-01-05,78.36,203.04
2024-01-08,75.27,192.66
2024-01-09,74.14,192.05
2024-01-10,75.31,195.83
2024-01-11,73.84,196.3
2024-01-12,73.07,192.78
2024-01-15,72.73,191.27
2024-01-16,71.04,185.98
2024-01-17,72.68,188.6
2024-01-18,73.17,186.57
2024-01-19,74.96,191.64
2024-01-22,75.75,192.98
2024-01-23,76.41,192.83
2024-01-24,74.91,187.8
2024-01-25,74.32,186.36
2024-01-26,75.56,185.67
2024-01-29,74.82,186.37
2024-01-30,76.1,190.1
2024-01-31,76.22,192.87
2024-02-01,77.32,195.03
2024-02-02,77.98,193.88
2024-02-05,78.39,193.47
2024-02-06,78.17,194.16
2024-02-07,78.77,196.11
2024-02-08,79.64,196.99
2024-02-09,80.36,197.1
2024-02-12,80.49,196.44
2024-02-13,81.44,200.67
2024-02-14,79.22,197.13
2024-02-15,77.56,192.8
2024-02-16,78.98,198.13
2024-02-19,80.07,201.68
2024-02-20,79.91,201.15
2024-02-21,82.28,204.52
2024-02-22,86.22,213.32
2024-02-23,85.24,209.51
2024-02-26,84.52,208.88
2024-02-27,83.19,207.27
2024-02-28,82.82,206.2
2024-02-29,83.6,210.84
2024-03-01,86.06,213.54
2024-03-04,83.96,208.41
2024-03-05,83.79,205.41
2024-03-06,82.4,204.93
2024-03-07,82.34,203.59
2024-03-08,83.22,207.92
2024-03-11,83.18,209.97
2024-03-12,84.07,210.36
2024-03-13,85.46,211.42
2024-03-14,84.52,207.17
2024-03-15,85.5,209.31
2024-03-18,86.26,209.32
2024-03-19,84.03,208.37
2024-03-20,83.19,208.55
2024-03-21,85.56,215.73
2024-03-22,84.53,212.61
2024-03-25,84.78,212.9
2024-03-26,86.62,216.68
2024-03-27,87.31,216.15
2024-03-28,84.21,208.11
2024-03-29,82.38,205.63
2024-04-01,82.77,206.14
2024-04-02,83.9,206.78
2024-04-03,82.82,205.75
2024-04-04,80.57,201.1
2024-04-05,80.91,201.16
2024-04-08,81.99,201.98
2024-04-09,82.74,202.81
2024-04-10,84.1,204.82
2024-04-11,85.01,206.78
2024-04-12,84.01,205.45
2024-04-15,85.81,208.4
2024-04-16,84.82,206.13
2024-04-17,83.83,202.63
2024-04-18,85.51,206.5
2024-04-19,86.05,209.47
2024-04-22,88.47,214.07
2024-04-23,86.27,207.49
2024-04-24,85.51,204.71
2024-04-25,84.68,205.24
2024-04-26,85.21,204.61
2024-04-29,83.35,201.26
2024-04-30,81.78,194.57
2024-05-01,83.31,196.42
2024-05-02,81.76,192.59
2024-05-03,82.86,193.13
2024-05-06,83.74,193.66
2024-05-07,84.82,196.95
2024-05-08,87.59,201.6
2024-05-09,87.81,200.87
2024-05-10,86.02,198.52
2024-05-13,89.8,206.36
2024-05-14,87.56,198.04
2024-05-15,88.72,202.18
2024-05-16,91.16,207.52
2024-05-17,89.29,206.71
2024-05-20,89.21,209.32
2024-05-21,90.18,211.71
2024-05-22,90.25,212.54
2024-05-23,89.64,210.99
2024-05-24,92.29,215.58
2024-05-27,92.91,214.95
2024-05-28,92.02,211.25
2024-05-29,94.09,216.74
2024-05-30,94.04,219.15
2024-05-31,93.95,219.56
2024-06-03,92.84,220.34
2024-06-04,92.47,216.44
2024-06-05,92.52,215.29
2024-06-06,92.24,212.13
2024-06-07,90.51,212.23
2024-06-10,93.15,218.21
2024-06-11,93.15,219.21
2024-06-12,95.81,227.83
2024-06-13,97.82,233.31
2024-06-14,99.72,237.12
2024-06-17,97.21,231.05
2024-06-18,99.37,234.37
2024-06-19,102.77,237.89
2024-06-20,105.12,242.5
2024-06-21,105.93,239.94
2024-06-24,105.69,240.65
2024-06-25,107.02,244.03
2024-06-26,107.57,245.95
2024-06-27,106.11,245.46
2024-06-28,106.97,250.03
2024-07-01,101.83,241.59
2024-07-02,103.48,248.72
2024-07-03,101.6,243.16
2024-07-04,101.86,245.67
2024-07-05,104.14,251.78
2024-07-08,104.89,256.74
2024-07-09,108.98,267.22
2024-07-10,109.42,268.81
2024-07-11,112.02,271.04
2024-07-12,112.08,269.36
2024-07-15,108.28,263.54
2024-07-16,107.09,263.84
2024-07-17,105.65,260.53
2024-07-18,108.54,269.64
2024-07-19,109.83,271.5
2024-07-22,110.01,271.13
2024-07-23,108.5,267.08
2024-07-24,110.51,269.99
2024-07-25,110.73,265.53
2024-07-26,112.49,273.64
2024-07-29,114.54,274.98
2024-07-30,111.2,268.83
2024-07-31,113.42,276.16
2024-08-01,112.75,278.05
2024-08-02,110.65,276.45
2024-08-05,110.96,275.26
2024-08-06,113.13,277.96
2024-08-07,113.9,278.59
2024-08-08,112.97,276.66
2024-08-09,114.44,278.61
2024-08-12,116.46,283.4
2024-08-13,117.97,283.54
2024-08-14,121.59,292.14
2024-08-15,122.44,298.0
2024-08-16,118.23,288.99
2024-08-19,116.44,281.88
2024-08-20,119.76,285.52
2024-08-21,123.41,290.95
2024-08-22,118.62,281.35
2024-08-23,118.91,282.12
2024-08-26,124.07,291.66
2024-08-27,123.76,289.68
2024-08-28,124.47,290.72
2024-08-29,122.88,289.97
2024-08-30,123.52,288.17
2024-09-02,124.06,287.95
2024-09-03,125.42,285.71
2024-09-04,127.29,291.0
2024-09-05,131.18,297.62
2024-09-06,131.06,298.11
2024-09-09,131.58,299.08
2024-09-10,132.34,300.99
2024-09-11,131.27,299.0
2024-09-12,127.35,293.12
2024-09-13,127.28,291.76
2024-09-16,129.1,299.81
2024-09-17,132.18,303.2
2024-09-18,134.36,306.82
2024-09-19,132.12,306.67
2024-09-20,131.32,303.65
2024-09-23,132.12,303.85
2024-09-24,131.83,300.12
2024-09-25,135.11,303.6
2024-09-26,129.31,291.11
2024-09-27,131.33,292.88
2024-09-30,134.04,297.34
2024-10-01,133.8,301.42
2024-10-02,132.31,297.2
2024-10-03,136.14,304.59
2024-10-04,134.37,299.71
2024-10-07,133.25,299.86
2024-10-08,134.74,306.3
2024-10-09,131.62,300.12
2024-10-10,131.04,297.52
2024-10-11,129.52,296.52
2024-10-14,130.29,296.16
2024-10-15,131.64,297.25
2024-10-16,133.73,302.69
2024-10-17,133.11,303.79
2024-10-18,132.82,308.37
2024-10-21,130.8,302.13
2024-10-22,132.54,302.03
2024-10-23,136.41,308.36
2024-10-24,141.18,317.37
2024-10-25,141.07,320.98
2024-10-28,143.02,321.03
2024-10-29,147.27,325.25
2024-10-30,151.18,331.95
2024-10-31,157.08,344.92
2024-11-01,165.46,357.61
2024-11-04,173.31,366.19
2024-11-05,176.87,373.75
2024-11-06,174.13,367.98
2024-11-07,175.95,369.5
2024-11-08,175.56,372.1
2024-11-11,175.28,374.06
2024-11-12,176.89,370.82
2024-11-13,176.12,372.01
2024-11-14,177.49,372.43
2024-11-15,173.96,363.55
2024-11-18,175.61,363.4
2024-11-19,177.29,368.13
2024-11-20,177.19,370.51
2024-11-21,178.54,375.75
2024-11-22,179.93,383.41
2024-11-25,184.36,392.14
2024-11-26,181.46,381.27
2024-11-27,182.73,376.96
2024-11-28,180.59,371.78
2024-11-29,181.36,371.01
2024-12-02,181.79,376.33
2024-12-03,188.79,382.83
2024-12-04,190.38,391.36
2024-12-05,189.27,387.88
2024-12-06,191.0,386.49
2024-12-09,191.39,379.4
2024-12-10,186.58,370.82
2024-12-11,189.01,374.52
2024-12-12,193.43,376.96
2024-12-13,189.47,372.53
2024-12-16,185.52,367.86
2024-12-17,196.27,390.98
2024-12-18,199.72,398.17
2024-12-19,201.94,403.83
2024-12-20,202.87,403.06
2024-12-23,197.74,392.79
2024-12-24,193.98,387.41
2024-12-25,193.5,377.67
2024-12-26,193.27,375.35
2024-12-27,195.02,382.07
2024-12-30,193.82,378.69
2024-12-31,190.0,375.0
