published_at,symbol,sentiment_score,mention_count
2020-07-28 13:12:00,AAPL,0.5924,13
2020-07-29 10:59:00,AAPL,0.2839,4
2020-07-31 12:56:00,AAPL,0.4866,12
2020-08-03 19:07:00,AAPL,-0.3505,13
2020-08-04 08:41:00,AAPL,-0.0288,14
2020-08-05 11:47:00,AAPL,1.0915,12
2020-08-06 11:05:00,AAPL,0.6367,21
2020-08-07 15:44:00,AAPL,0.3279,11
2020-08-11 13:02:00,AAPL,0.0337,9
2020-08-12 11:55:00,AAPL,0.9741,17
2020-08-13 10:50:00,AAPL,0.5124,16
2020-08-14 09:56:00,AAPL,0.7634,6
2020-08-17 15:51:00,AAPL,0.2076,15
2020-08-18 19:55:00,AAPL,-0.3115,7
2020-08-19 16:45:00,AAPL,-0.3189,16
2020-08-20 16:47:00,AAPL,0.696,7
2020-08-21 10:16:00,AAPL,-0.2488,5
2020-08-25 09:28:00,AAPL,0.9122,7
2020-08-26 16:21:00,AAPL,0.8542,11
2020-08-27 14:28:00,AAPL,0.4429,15
2020-08-31 17:46:00,AAPL,0.45,13
2020-09-01 09:59:00,AAPL,0.4907,12
2020-09-03 09:50:00,AAPL,-0.1252,9
2020-09-07 19:16:00,AAPL,-1.0041,13
2020-09-08 12:16:00,AAPL,0.606,7
2020-09-09 16:22:00,AAPL,0.3184,9
2020-09-10 16:16:00,AAPL,0.2209,13
2020-09-14 18:15:00,AAPL,-0.5298,12
2020-09-15 18:01:00,AAPL,0.1003,13
2020-09-17 16:54:00,AAPL,0.582,9
2020-09-21 09:29:00,AAPL,0.1337,14
2020-09-22 14:20:00,AAPL,-0.1496,7
2020-09-23 08:47:00,AAPL,-0.2213,13
2020-09-24 15:03:00,AAPL,0.3036,12
2020-09-25 14:11:00,AAPL,0.5238,7
2020-09-28 13:28:00,AAPL,0.747,10
2020-09-30 10:28:00,AAPL,-0.6267,50
2020-10-01 16:51:00,AAPL,0.2045,70
2020-10-02 13:15:00,AAPL,1.092,15
2020-10-05 11:59:00,AAPL,0.0968,9
2020-10-06 16:03:00,AAPL,-0.4264,18
2020-10-07 12:27:00,AAPL,-0.1266,14
2020-10-08 16:32:00,AAPL,1.3474,10
2020-10-12 08:11:00,AAPL,1.6246,9
2020-10-14 17:19:00,AAPL,0.4052,17
2020-10-15 19:00:00,AAPL,-0.4237,15
2020-10-16 15:38:00,AAPL,0.1453,15
2020-10-20 18:16:00,AAPL,1.0109,17
2020-10-21 18:42:00,AAPL,0.3253,17
2020-10-23 15:07:00,AAPL,-0.4167,9
2020-10-26 19:34:00,AAPL,-0.6573,15
2020-10-27 19:00:00,AAPL,-0.254,10
2020-10-28 13:12:00,AAPL,0.8194,5
2020-10-29 18:38:00,AAPL,-0.3163,6
2020-10-30 10:57:00,AAPL,-1.1668,12
2020-11-02 08:05:00,AAPL,-0.877,6
2020-11-03 09:33:00,AAPL,-0.545,14
2020-11-04 09:03:00,AAPL,-0.1095,15
2020-11-05 18:24:00,AAPL,-0.0999,8
2020-11-06 10:21:00,AAPL,0.104,13
2020-11-10 19:11:00,AAPL,0.1139,13
2020-11-13 15:02:00,AAPL,,11
2020-11-17 09:53:00,AAPL,0.2793,35
2020-11-18 09:00:00,AAPL,1.1337,11
2020-11-20 17:40:00,AAPL,-0.3332,15
2020-11-25 18:19:00,AAPL,-0.1,23
2020-11-26 18:18:00,AAPL,0.8551,12
2020-11-27 09:34:00,AAPL,0.1626,11
2020-11-30 08:06:00,AAPL,-0.7685,13
2020-12-01 18:35:00,AAPL,-0.2632,9
2020-12-03 14:57:00,AAPL,0.77,16
2020-12-04 15:06:00,AAPL,-0.4071,14
2020-12-07 16:36:00,AAPL,-0.5836,14
2020-12-08 09:22:00,AAPL,-0.1589,14
2020-12-09 10:04:00,AAPL,-0.2844,40
2020-12-11 14:06:00,AAPL,-0.9993,10
2020-12-15 10:39:00,AAPL,-0.3729,12
2020-12-16 16:47:00,AAPL,-0.133,9
2020-12-18 11:44:00,AAPL,0.4343,10
2020-12-21 08:38:00,AAPL,0.3641,13
2020-12-22 14:55:00,AAPL,-0.8933,13
2020-12-23 15:47:00,AAPL,0.5478,5
2020-12-24 18:35:00,AAPL,-0.1502,11
2020-12-25 18:45:00,AAPL,0.271,22
2020-12-29 17:10:00,AAPL,0.4421,8
2020-12-30 17:22:00,AAPL,-0.1229,7
2020-12-31 17:30:00,AAPL,-0.3749,14
2021-01-01 08:23:00,AAPL,1.0972,9
2021-01-04 17:20:00,AAPL,-1.1345,7
2021-01-05 08:43:00,AAPL,-0.935,14
2021-01-06 13:18:00,AAPL,-0.2505,10
2021-01-08 08:06:00,AAPL,0.9783,9
2021-01-11 17:32:00,AAPL,0.2963,40
2021-01-13 12:23:00,AAPL,0.2577,9
2021-01-14 15:13:00,AAPL,0.5613,14
2021-01-15 14:47:00,AAPL,0.0495,9
2021-01-19 18:46:00,AAPL,-0.2283,6
2021-01-21 08:10:00,AAPL,0.1894,8
2021-01-22 14:44:00,AAPL,0.0647,9
2021-01-26 09:07:00,AAPL,-0.1375,14
2021-01-27 12:39:00,AAPL,-0.1658,13
2021-01-29 08:28:00,AAPL,-0.3587,12
2021-02-01 08:05:00,AAPL,-0.0145,9
2021-02-03 10:15:00,AAPL,0.0344,13
2021-02-04 14:09:00,AAPL,-0.5277,12
2021-02-05 19:28:00,AAPL,0.3362,11
2021-02-08 15:54:00,AAPL,-0.0338,12
2021-02-09 16:57:00,AAPL,0.3828,12
2021-02-10 12:45:00,AAPL,0.671,17
2021-02-12 13:30:00,AAPL,0.1696,8
2021-02-16 15:40:00,AAPL,-0.137,11
2021-02-18 08:37:00,AAPL,0.98,13
2021-02-22 09:59:00,AAPL,1.2571,22
2021-02-23 15:36:00,AAPL,-0.2987,12
2021-02-25 08:13:00,AAPL,-0.3615,7
2021-02-26 09:50:00,AAPL,0.7195,18
2021-03-01 10:32:00,AAPL,0.9598,14
2021-03-02 12:27:00,AAPL,0.3304,17
2021-03-03 15:56:00,AAPL,0.4009,70
2021-03-05 08:40:00,AAPL,0.5502,7
2021-03-08 13:27:00,AAPL,0.3985,8
2021-03-10 19:49:00,AAPL,-0.3116,8
2021-03-11 19:14:00,AAPL,0.3162,13
2021-03-12 08:53:00,AAPL,-0.2867,11
2021-03-15 14:31:00,AAPL,0.4876,55
2021-03-16 17:11:00,AAPL,-0.0747,7
2021-03-17 15:21:00,AAPL,-0.2697,10
2021-03-18 10:18:00,AAPL,-0.3312,10
2021-03-19 13:07:00,AAPL,0.2476,13
2021-03-23 10:44:00,AAPL,0.3559,15
2021-03-24 08:21:00,AAPL,0.4615,12
2021-03-25 13:09:00,AAPL,0.9031,13
2021-03-26 13:03:00,AAPL,-0.4753,16
2021-03-29 12:21:00,AAPL,-0.5159,18
2021-03-30 11:38:00,AAPL,-0.2716,11
2021-03-31 16:50:00,AAPL,0.3987,17
2021-04-01 12:16:00,AAPL,-0.5872,7
2021-04-02 18:55:00,AAPL,-0.8426,13
2021-04-05 13:34:00,AAPL,0.198,17
2021-04-07 18:56:00,AAPL,0.7091,11
2021-04-09 18:29:00,AAPL,-0.0901,10
2021-04-12 16:49:00,AAPL,0.4734,13
2021-04-13 19:21:00,AAPL,0.3118,8
2021-04-14 09:20:00,AAPL,-0.0524,11
2021-04-15 09:17:00,AAPL,0.0447,15
2021-04-16 11:11:00,AAPL,-1.0284,13
2021-04-19 10:40:00,AAPL,-0.9781,12
2021-04-20 10:47:00,AAPL,0.9804,13
2021-04-21 08:30:00,AAPL,-0.4929,15
2021-04-22 17:47:00,AAPL,0.5745,11
2021-04-26 18:02:00,AAPL,0.8883,12
2021-04-27 08:36:00,AAPL,0.9501,17
2021-04-28 10:46:00,AAPL,0.0862,12
2021-04-29 14:10:00,AAPL,-0.4924,15
2021-04-30 16:47:00,AAPL,-0.7062,10
2021-05-03 18:27:00,AAPL,0.0379,14
2021-05-04 17:42:00,AAPL,-0.3979,10
2021-05-05 18:34:00,AAPL,0.1717,16
2021-05-07 14:03:00,AAPL,-1.0965,10
2021-05-10 11:39:00,AAPL,-1.1095,10
2021-05-11 09:13:00,AAPL,-0.4739,13
2021-05-12 15:16:00,AAPL,-0.4081,13
2021-05-14 17:34:00,AAPL,0.5281,9
2021-05-17 09:40:00,AAPL,-0.5388,20
2021-05-18 14:46:00,AAPL,-0.3893,12
2021-05-19 09:15:00,AAPL,0.8389,12
2021-05-21 12:57:00,AAPL,0.3838,17
2021-05-25 09:17:00,AAPL,-0.5525,11
2021-05-26 13:57:00,AAPL,0.0317,10
2021-05-27 15:25:00,AAPL,-0.0681,8
2021-05-28 17:20:00,AAPL,,23
2021-06-01 17:49:00,AAPL,-0.075,13
2021-06-02 13:31:00,AAPL,-0.0656,15
2021-06-03 10:04:00,AAPL,-1.0596,9
2021-06-04 17:59:00,AAPL,,11
2021-06-09 15:31:00,AAPL,0.7121,8
2021-06-10 17:42:00,AAPL,-0.1534,11
2021-06-11 16:49:00,AAPL,0.4491,13
2021-06-14 13:29:00,AAPL,0.3933,8
2021-06-15 16:08:00,AAPL,1.015,16
2021-06-17 12:48:00,AAPL,,15
2021-06-18 14:40:00,AAPL,0.1651,13
2021-06-21 08:42:00,AAPL,0.5306,11
2021-06-22 13:25:00,AAPL,-0.2599,9
2021-06-23 08:42:00,AAPL,0.8107,14
2021-06-24 10:53:00,AAPL,0.7312,14
2021-06-25 19:33:00,AAPL,-0.1396,18
2021-06-28 17:21:00,AAPL,-0.1841,17
2021-06-29 11:35:00,AAPL,-0.9913,13
2021-06-30 13:20:00,AAPL,0.0545,12
2021-07-02 16:34:00,AAPL,-0.79,13
2021-07-05 10:27:00,AAPL,-0.318,15
2021-07-06 09:17:00,AAPL,-0.0206,13
2021-07-07 16:18:00,AAPL,0.4062,17
2021-07-08 09:52:00,AAPL,0.3535,11
2021-07-09 17:04:00,AAPL,-0.215,9
2021-07-12 10:20:00,AAPL,0.1291,15
2021-07-13 18:54:00,AAPL,1.3047,15
2021-07-14 12:23:00,AAPL,-0.1462,11
2021-07-16 19:15:00,AAPL,-0.6116,13
2021-07-20 13:52:00,AAPL,0.146,14
2021-07-21 13:29:00,AAPL,-0.1258,10
2021-07-22 10:07:00,AAPL,0.1525,14
2021-07-23 19:13:00,AAPL,0.1343,16
2021-07-26 17:28:00,AAPL,-0.3782,14
2021-07-27 08:25:00,AAPL,-0.8096,14
2021-07-29 13:47:00,AAPL,-0.0958,9
2021-07-30 12:20:00,AAPL,-0.1433,13
2021-08-02 18:36:00,AAPL,0.3833,12
2021-08-03 17:32:00,AAPL,-0.6839,40
2021-08-04 16:29:00,AAPL,-0.7453,16
2021-08-05 14:49:00,AAPL,-0.8228,18
2021-08-06 15:52:00,AAPL,0.7709,13
2021-08-09 16:07:00,AAPL,-0.042,14
2021-08-10 19:04:00,AAPL,0.0708,6
2021-08-11 15:30:00,AAPL,-0.1028,8
2021-08-12 09:14:00,AAPL,-0.1782,11
2021-08-13 14:07:00,AAPL,0.4346,12
2021-08-16 15:22:00,AAPL,-0.4891,9
2021-08-17 14:11:00,AAPL,0.5743,10
2021-08-18 12:26:00,AAPL,0.8534,12
2021-08-19 14:36:00,AAPL,0.0898,14
2021-08-20 11:10:00,AAPL,-0.4863,12
2021-08-25 16:46:00,AAPL,0.5785,13
2021-08-26 13:43:00,AAPL,0.8819,13
2021-09-01 17:30:00,AAPL,-0.2981,12
2021-09-02 15:08:00,AAPL,0.7727,11
2021-09-03 15:25:00,AAPL,-0.5682,11
2021-09-07 13:51:00,AAPL,0.6712,14
2021-09-10 15:14:00,AAPL,-0.4893,7
2021-09-13 09:27:00,AAPL,-0.419,19
2021-09-14 18:24:00,AAPL,-0.4769,8
2021-09-15 08:15:00,AAPL,-0.7164,13
2021-09-16 15:45:00,AAPL,-0.4495,12
2021-09-20 09:25:00,AAPL,-0.4294,11
2021-09-21 10:07:00,AAPL,0.4044,13
2021-09-22 17:50:00,AAPL,-0.1355,12
2021-09-23 15:32:00,AAPL,0.0128,12
2021-09-24 16:23:00,AAPL,-0.2281,15
2021-09-27 17:23:00,AAPL,0.1357,10
2021-09-28 08:32:00,AAPL,-0.1464,14
2021-09-29 13:10:00,AAPL,0.543,10
2021-09-30 15:21:00,AAPL,0.0128,10
2021-10-01 13:01:00,AAPL,0.0168,16
2021-10-05 10:35:00,AAPL,-1.0274,8
2021-10-06 16:59:00,AAPL,-0.4314,8
2021-10-07 16:23:00,AAPL,0.5837,5
2021-10-08 18:34:00,AAPL,0.0943,17
2021-10-11 11:34:00,AAPL,-0.5758,10
2021-10-12 13:04:00,AAPL,-0.2558,14
2021-10-13 15:32:00,AAPL,0.8444,16
2021-10-14 16:13:00,AAPL,-0.3729,11
2021-10-19 18:14:00,AAPL,-0.0105,11
2021-10-20 16:56:00,AAPL,-0.6121,10
2021-10-21 14:05:00,AAPL,0.5201,11
2021-10-26 11:06:00,AAPL,1.1049,11
2021-10-27 11:20:00,AAPL,0.8631,14
2021-10-29 18:10:00,AAPL,-0.4136,20
2021-11-01 12:03:00,AAPL,-0.5453,12
2021-11-02 15:03:00,AAPL,0.2093,9
2021-11-04 14:34:00,AAPL,-1.2756,14
2021-11-10 15:48:00,AAPL,-1.0958,11
2021-11-11 14:16:00,AAPL,-0.1458,11
2021-11-15 10:12:00,AAPL,,11
2021-11-16 11:48:00,AAPL,0.025,6
2021-11-17 10:41:00,AAPL,0.5569,10
2021-11-18 11:19:00,AAPL,0.7736,14
2021-11-23 11:04:00,AAPL,-0.0949,12
2021-11-25 13:41:00,AAPL,-0.0366,15
2021-11-26 17:25:00,AAPL,-0.0066,3
2021-11-29 12:43:00,AAPL,0.3387,10
2021-11-30 14:43:00,AAPL,-0.5575,13
2021-12-01 14:18:00,AAPL,0.306,15
2021-12-02 08:06:00,AAPL,-0.0841,10
2021-12-03 08:45:00,AAPL,-0.5934,13
2021-12-06 10:25:00,AAPL,-0.4739,55
2021-12-07 10:05:00,AAPL,0.1906,12
2021-12-08 08:53:00,AAPL,-0.2633,10
2021-12-09 12:23:00,AAPL,-0.4144,10
2021-12-10 16:15:00,AAPL,0.4211,8
2021-12-14 12:07:00,AAPL,0.5397,11
2021-12-15 10:04:00,AAPL,0.9061,5
2021-12-16 13:56:00,AAPL,0.7018,6
2021-12-17 12:18:00,AAPL,-0.0982,16
2021-12-20 14:01:00,AAPL,0.0244,18
2021-12-21 11:51:00,AAPL,-0.6921,12
2021-12-23 10:41:00,AAPL,0.1851,12
2021-12-24 11:26:00,AAPL,0.5516,12
2021-12-28 16:37:00,AAPL,-0.3423,13
2021-12-29 13:52:00,AAPL,,14
2021-12-30 15:31:00,AAPL,0.3631,10
2021-12-31 13:16:00,AAPL,0.8347,13
2022-01-03 08:26:00,AAPL,0.014,6
2022-01-04 14:54:00,AAPL,0.388,16
2022-01-07 09:41:00,AAPL,-0.0472,17
2022-01-10 14:37:00,AAPL,-0.1417,15
2022-01-11 10:00:00,AAPL,0.5718,9
2022-01-12 19:42:00,AAPL,0.3387,6
2022-01-13 08:56:00,AAPL,-0.5011,15
2022-01-14 11:47:00,AAPL,-0.0671,7
2022-01-17 12:13:00,AAPL,0.2876,12
2022-01-18 19:39:00,AAPL,-0.3446,20
2022-01-20 11:19:00,AAPL,-0.3535,11
2022-01-21 11:52:00,AAPL,-0.3314,6
2022-01-24 14:47:00,AAPL,0.146,14
2022-01-25 12:39:00,AAPL,0.2191,13
2022-01-26 15:41:00,AAPL,0.7973,8
2022-01-27 14:55:00,AAPL,0.3872,18
2022-01-28 16:14:00,AAPL,0.2292,9
2022-01-31 17:51:00,AAPL,-0.356,15
2022-02-01 19:59:00,AAPL,-0.0161,11
2022-02-02 12:04:00,AAPL,1.007,9
2022-02-03 17:07:00,AAPL,-1.0385,17
2022-02-07 15:54:00,AAPL,-0.1851,15
2022-02-08 11:05:00,AAPL,-0.1609,12
2022-02-09 18:53:00,AAPL,1.0526,16
2022-02-10 15:48:00,AAPL,1.1423,13
2022-02-11 09:47:00,AAPL,0.5855,12
2022-02-14 19:54:00,AAPL,0.1664,10
2022-02-15 16:24:00,AAPL,-0.4318,10
2022-02-16 18:47:00,AAPL,-0.9245,19
2022-02-17 16:09:00,AAPL,1.2576,14
2022-02-18 14:00:00,AAPL,0.235,12
2022-02-21 08:21:00,AAPL,0.2822,13
2022-02-22 19:18:00,AAPL,-0.2625,11
2022-02-23 09:50:00,AAPL,-0.6645,11
2022-02-24 19:11:00,AAPL,-0.4239,13
2022-02-25 09:17:00,AAPL,0.1448,15
2022-02-28 17:37:00,AAPL,0.2769,7
2022-03-01 15:16:00,AAPL,-0.4116,15
2022-03-02 09:37:00,AAPL,-0.0384,11
2022-03-03 17:14:00,AAPL,0.0132,15
2022-03-07 17:57:00,AAPL,-0.4932,13
2022-03-08 17:11:00,AAPL,0.1466,18
2022-03-09 15:17:00,AAPL,-0.9789,10
2022-03-11 12:38:00,AAPL,-0.7894,14
2022-03-15 12:16:00,AAPL,-0.1986,6
2022-03-16 11:37:00,AAPL,,11
2022-03-17 17:49:00,AAPL,-0.1343,13
2022-03-18 08:48:00,AAPL,,18
2022-03-22 16:59:00,AAPL,0.3867,9
2022-03-24 17:36:00,AAPL,0.3782,15
2022-03-25 12:22:00,AAPL,-0.0959,11
2022-03-28 12:05:00,AAPL,1.0786,16
2022-03-29 12:59:00,AAPL,-0.3442,11
2022-03-31 12:59:00,AAPL,-0.035,17
2022-04-01 13:48:00,AAPL,0.2748,14
2022-04-05 11:01:00,AAPL,0.9516,9
2022-04-06 14:57:00,AAPL,0.7885,12
2022-04-08 08:38:00,AAPL,-0.549,14
2022-04-11 18:36:00,AAPL,1.0403,12
2022-04-12 16:06:00,AAPL,0.063,60
2022-04-13 08:19:00,AAPL,-0.6645,11
2022-04-14 08:38:00,AAPL,-0.2671,13
2022-04-15 09:30:00,AAPL,-0.0274,19
2022-04-18 13:37:00,AAPL,0.279,11
2022-04-19 08:00:00,AAPL,0.64,15
2022-04-20 16:08:00,AAPL,0.1573,22
2022-04-21 18:34:00,AAPL,0.3366,10
2022-04-22 14:41:00,AAPL,0.23,9
2022-04-25 18:57:00,AAPL,0.2119,12
2022-04-26 17:14:00,AAPL,-0.5348,10
2022-04-27 14:05:00,AAPL,0.2653,9
2022-04-28 15:39:00,AAPL,0.6764,10
2022-05-02 11:30:00,AAPL,-0.3557,14
2022-05-04 11:17:00,AAPL,-0.4029,9
2022-05-05 10:04:00,AAPL,-0.7759,14
2022-05-06 16:01:00,AAPL,-0.016,16
2022-05-10 12:12:00,AAPL,0.9809,13
2022-05-11 15:31:00,AAPL,0.0909,15
2022-05-12 18:48:00,AAPL,0.3218,14
2022-05-13 11:16:00,AAPL,0.7234,12
2022-05-16 09:25:00,AAPL,0.0013,17
2022-05-17 14:27:00,AAPL,0.2368,11
2022-05-20 17:29:00,AAPL,0.3188,8
2022-05-24 18:52:00,AAPL,0.7365,8
2022-05-26 17:43:00,AAPL,0.3753,11
2022-05-30 13:11:00,AAPL,1.0171,11
2022-05-31 19:58:00,AAPL,,15
2022-06-03 16:20:00,AAPL,-0.2651,12
2022-06-06 17:32:00,AAPL,0.4222,6
2022-06-07 10:02:00,AAPL,0.133,13
2022-06-10 09:15:00,AAPL,-0.2676,14
2022-06-13 14:21:00,AAPL,-0.7589,6
2022-06-14 14:40:00,AAPL,-0.3115,13
2022-06-15 11:10:00,AAPL,0.4626,19
2022-06-16 08:07:00,AAPL,0.2968,10
2022-06-17 12:11:00,AAPL,-0.751,13
2022-06-20 13:27:00,AAPL,-0.2777,9
2022-06-21 09:26:00,AAPL,0.7629,6
2022-06-23 16:08:00,AAPL,0.3627,20
2022-06-28 10:01:00,AAPL,0.9929,10
2022-06-29 16:35:00,AAPL,0.0398,15
2022-06-30 19:06:00,AAPL,0.8907,12
2022-07-01 15:42:00,AAPL,-0.1014,11
2022-07-04 10:58:00,AAPL,0.1691,11
2022-07-05 17:08:00,AAPL,-0.4197,10
2022-07-06 12:49:00,AAPL,0.0917,8
2022-07-07 09:03:00,AAPL,-0.6922,12
2022-07-11 18:57:00,AAPL,-0.8663,10
2022-07-12 11:40:00,AAPL,-0.1419,18
2022-07-13 08:41:00,AAPL,-0.0446,12
2022-07-14 15:51:00,AAPL,0.0094,12
2022-07-15 12:06:00,AAPL,-1.04,11
2022-07-18 08:48:00,AAPL,0.0928,13
2022-07-19 13:20:00,AAPL,0.7777,15
2022-07-21 13:50:00,AAPL,0.6662,10
2022-07-22 13:10:00,AAPL,,16
2022-07-25 11:47:00,AAPL,-0.3982,9
2022-07-26 17:28:00,AAPL,-0.2725,10
2022-07-27 17:16:00,AAPL,-0.0935,7
2022-07-28 18:14:00,AAPL,0.8676,13
2022-07-29 09:18:00,AAPL,0.6376,12
2022-08-02 15:08:00,AAPL,-1.0573,14
2022-08-03 17:47:00,AAPL,-0.0671,13
2022-08-05 16:19:00,AAPL,0.5016,9
2022-08-08 19:25:00,AAPL,-0.2318,11
2022-08-10 11:42:00,AAPL,-0.5722,8
2022-08-11 18:32:00,AAPL,-1.6102,18
2022-08-12 13:56:00,AAPL,-0.2907,12
2022-08-15 14:52:00,AAPL,-0.7133,14
2022-08-18 10:59:00,AAPL,0.074,9
2022-08-19 16:44:00,AAPL,0.8186,13
2022-08-23 19:38:00,AAPL,-0.193,15
2022-08-24 14:40:00,AAPL,0.4482,10
2022-08-26 08:10:00,AAPL,-0.6812,12
2022-08-29 19:33:00,AAPL,-0.4344,12
2022-08-30 18:56:00,AAPL,-0.2163,10
2022-08-31 10:22:00,AAPL,-0.2768,10
2022-09-01 08:42:00,AAPL,-0.5573,9
2022-09-02 19:56:00,AAPL,-0.1215,13
2022-09-05 17:36:00,AAPL,0.0617,9
2022-09-06 15:35:00,AAPL,-0.8736,13
2022-09-07 12:48:00,AAPL,-0.5848,13
2022-09-09 08:27:00,AAPL,0.4634,8
2022-09-13 15:26:00,AAPL,0.205,14
2022-09-14 11:43:00,AAPL,0.2195,15
2022-09-15 14:32:00,AAPL,-0.2427,11
2022-09-16 16:08:00,AAPL,0.1257,10
2022-09-19 19:54:00,AAPL,0.0619,9
2022-09-21 18:35:00,AAPL,-0.6729,8
2022-09-23 19:55:00,AAPL,0.2579,12
2022-09-26 14:03:00,AAPL,0.4763,11
2022-09-27 11:56:00,AAPL,-0.5385,13
2022-09-28 13:42:00,AAPL,0.0718,11
2022-09-30 15:38:00,AAPL,0.7165,9
2022-10-03 10:55:00,AAPL,0.125,12
2022-10-04 12:30:00,AAPL,0.4378,11
2022-10-05 09:53:00,AAPL,0.2511,9
2022-10-07 14:01:00,AAPL,-0.2413,20
2022-10-10 19:54:00,AAPL,-0.4201,12
2022-10-11 15:52:00,AAPL,0.6767,18
2022-10-12 15:55:00,AAPL,-0.718,8
2022-10-13 14:15:00,AAPL,0.5005,9
2022-10-14 14:21:00,AAPL,0.1587,11
2022-10-17 10:30:00,AAPL,-0.0008,13
2022-10-19 18:00:00,AAPL,0.3353,16
2022-10-20 08:33:00,AAPL,-0.3832,16
2022-10-26 14:19:00,AAPL,0.2758,7
2022-10-27 19:05:00,AAPL,0.5734,9
2022-10-28 18:56:00,AAPL,0.0621,8
2022-11-01 08:26:00,AAPL,-0.503,10
2022-11-04 19:44:00,AAPL,-0.3112,14
2022-11-07 17:48:00,AAPL,0.9543,9
2022-11-09 17:04:00,AAPL,0.466,12
2022-11-10 18:26:00,AAPL,0.753,14
2022-11-11 16:06:00,AAPL,-0.1819,10
2022-11-14 12:58:00,AAPL,0.2161,11
2022-11-15 13:40:00,AAPL,0.4629,13
2022-11-16 13:56:00,AAPL,0.75,15
2022-11-18 13:29:00,AAPL,0.4406,13
2022-11-21 15:57:00,AAPL,0.2569,12
2022-11-22 14:08:00,AAPL,0.8573,13
2022-11-23 10:39:00,AAPL,,4
2022-11-24 16:44:00,AAPL,-0.2605,10
2022-11-25 12:05:00,AAPL,0.4225,8
2022-11-29 14:36:00,AAPL,-0.1032,12
2022-11-30 19:41:00,AAPL,0.0551,16
2022-12-01 15:42:00,AAPL,0.0649,13
2022-12-06 12:31:00,AAPL,0.1312,8
2022-12-07 12:39:00,AAPL,0.5117,17
2022-12-09 11:26:00,AAPL,0.385,8
2022-12-12 14:37:00,AAPL,0.1728,12
2022-12-13 16:41:00,AAPL,-0.834,90
2022-12-14 12:14:00,AAPL,0.7391,10
2022-12-15 08:56:00,AAPL,0.0827,11
2022-12-16 10:18:00,AAPL,-1.0157,14
2022-12-20 15:39:00,AAPL,-0.9393,12
2022-12-22 08:04:00,AAPL,-0.1863,13
2022-12-26 16:30:00,AAPL,0.1302,11
2022-12-27 12:30:00,AAPL,-1.1875,8
2022-12-29 15:42:00,AAPL,-0.8258,16
2022-12-30 13:33:00,AAPL,0.1454,7
2023-01-02 09:47:00,AAPL,0.7361,14
2023-01-05 08:57:00,AAPL,0.0838,11
2023-01-06 16:05:00,AAPL,0.1129,8
2023-01-09 09:38:00,AAPL,0.0804,18
2023-01-10 16:58:00,AAPL,0.2035,6
2023-01-11 14:18:00,AAPL,-0.0022,12
2023-01-12 10:21:00,AAPL,-0.5861,6
2023-01-13 16:18:00,AAPL,-0.1868,15
2023-01-16 17:08:00,AAPL,-0.702,5
2023-01-17 13:07:00,AAPL,0.1719,13
2023-01-18 08:20:00,AAPL,0.5466,15
2023-01-20 15:15:00,AAPL,0.6541,11
2023-01-23 13:51:00,AAPL,-0.2768,11
2023-01-24 17:38:00,AAPL,-0.2532,18
2023-01-26 16:22:00,AAPL,0.2363,5
2023-01-30 19:56:00,AAPL,0.3272,15
2023-01-31 16:39:00,AAPL,0.5218,14
2023-02-02 09:00:00,AAPL,-0.0325,12
2023-02-06 11:02:00,AAPL,-0.0371,6
2023-02-07 14:15:00,AAPL,-0.1356,11
2023-02-14 10:13:00,AAPL,-0.1207,13
2023-02-15 10:24:00,AAPL,0.6001,16
2023-02-16 13:20:00,AAPL,0.5212,9
2023-02-17 14:12:00,AAPL,0.7141,10
2023-02-20 13:49:00,AAPL,-0.7985,10
2023-02-21 19:55:00,AAPL,-0.088,18
2023-02-22 10:57:00,AAPL,0.0704,8
2023-02-23 10:05:00,AAPL,-0.1913,13
2023-02-24 12:23:00,AAPL,0.5615,25
2023-02-28 08:34:00,AAPL,-0.3566,8
2023-03-01 16:36:00,AAPL,-0.1194,75
2023-03-02 17:55:00,AAPL,0.1927,12
2023-03-03 17:20:00,AAPL,-0.1529,12
2023-03-06 10:20:00,AAPL,0.4956,75
2023-03-07 16:21:00,AAPL,-0.0857,12
2023-03-09 12:04:00,AAPL,-0.5751,12
2023-03-10 17:00:00,AAPL,0.3685,5
2023-03-14 10:29:00,AAPL,0.0388,17
2023-03-15 16:32:00,AAPL,0.2176,9
2023-03-16 10:59:00,AAPL,-0.1826,17
2023-03-17 12:22:00,AAPL,-0.1343,13
2023-03-20 14:34:00,AAPL,-0.7156,15
2023-03-22 10:09:00,AAPL,-0.4414,9
2023-03-23 14:13:00,AAPL,-0.3256,15
2023-03-24 19:59:00,AAPL,-0.8749,8
2023-03-29 14:49:00,AAPL,-0.5395,10
2023-03-30 17:29:00,AAPL,-0.2646,20
2023-03-31 18:13:00,AAPL,-0.8388,8
2023-04-03 16:07:00,AAPL,-0.1973,8
2023-04-05 11:27:00,AAPL,0.5329,65
2023-04-06 17:14:00,AAPL,0.3233,10
2023-04-07 19:08:00,AAPL,0.3686,11
2023-04-10 12:12:00,AAPL,0.6753,9
2023-04-11 12:55:00,AAPL,0.3601,18
2023-04-12 10:57:00,AAPL,-0.8484,9
2023-04-13 11:10:00,AAPL,-0.5487,11
2023-04-14 10:31:00,AAPL,-0.1501,12
2023-04-17 14:17:00,AAPL,-0.0913,11
2023-04-18 11:55:00,AAPL,0.7604,10
2023-04-20 15:46:00,AAPL,0.1163,15
